Title,Body,Tags,Id,Score,ViewCount,FavoriteCount,AnswerCount
"Replacing a 32-bit loop counter with 64-bit introduces crazy performance deviations with _mm_popcnt_u64 on Intel CPUs","<p>I was looking for the fastest way to <code>popcount</code> large arrays of data. I encountered a <em>very weird</em> effect: Changing the loop variable from <code>unsigned</code> to <code>uint64_t</code> made the performance drop by 50% on my PC.</p>

<h2>The Benchmark</h2>

<pre><code>#include &lt;iostream&gt;
#include &lt;chrono&gt;
#include &lt;x86intrin.h&gt;

int main(int argc, char* argv[]) {

    using namespace std;
    if (argc != 2) {
       cerr &lt;&lt; ""usage: array_size in MB"" &lt;&lt; endl;
       return -1;
    }

    uint64_t size = atol(argv[1])&lt;&lt;20;
    uint64_t* buffer = new uint64_t[size/8];
    char* charbuffer = reinterpret_cast&lt;char*&gt;(buffer);
    for (unsigned i=0; i&lt;size; ++i)
        charbuffer[i] = rand()%256;

    uint64_t count,duration;
    chrono::time_point&lt;chrono::system_clock&gt; startP,endP;
    {
        startP = chrono::system_clock::now();
        count = 0;
        for( unsigned k = 0; k &lt; 10000; k++){
            // Tight unrolled loop with unsigned
            for (unsigned i=0; i&lt;size/8; i+=4) {
                count += _mm_popcnt_u64(buffer[i]);
                count += _mm_popcnt_u64(buffer[i+1]);
                count += _mm_popcnt_u64(buffer[i+2]);
                count += _mm_popcnt_u64(buffer[i+3]);
            }
        }
        endP = chrono::system_clock::now();
        duration = chrono::duration_cast&lt;std::chrono::nanoseconds&gt;(endP-startP).count();
        cout &lt;&lt; ""unsigned\t"" &lt;&lt; count &lt;&lt; '\t' &lt;&lt; (duration/1.0E9) &lt;&lt; "" sec \t""
             &lt;&lt; (10000.0*size)/(duration) &lt;&lt; "" GB/s"" &lt;&lt; endl;
    }
    {
        startP = chrono::system_clock::now();
        count=0;
        for( unsigned k = 0; k &lt; 10000; k++){
            // Tight unrolled loop with uint64_t
            for (uint64_t i=0;i&lt;size/8;i+=4) {
                count += _mm_popcnt_u64(buffer[i]);
                count += _mm_popcnt_u64(buffer[i+1]);
                count += _mm_popcnt_u64(buffer[i+2]);
                count += _mm_popcnt_u64(buffer[i+3]);
            }
        }
        endP = chrono::system_clock::now();
        duration = chrono::duration_cast&lt;std::chrono::nanoseconds&gt;(endP-startP).count();
        cout &lt;&lt; ""uint64_t\t""  &lt;&lt; count &lt;&lt; '\t' &lt;&lt; (duration/1.0E9) &lt;&lt; "" sec \t""
             &lt;&lt; (10000.0*size)/(duration) &lt;&lt; "" GB/s"" &lt;&lt; endl;
    }

    free(charbuffer);
}
</code></pre>

<p>As you see, we create a buffer of random data, with the size being <code>x</code> megabytes where <code>x</code> is read from the command line. Afterwards, we iterate over the buffer and use an unrolled version of the x86 <code>popcount</code> intrinsic to perform the popcount. To get a more precise result, we do the popcount 10,000 times. We measure the times for the popcount. In the upper case, the inner loop variable is <code>unsigned</code>, in the lower case, the inner loop variable is <code>uint64_t</code>. I thought that this should make no difference, but the opposite is the case.</p>

<h2>The (absolutely crazy) results</h2>

<p>I compile it like this (g++ version: Ubuntu 4.8.2-19ubuntu1):</p>

<pre><code>g++ -O3 -march=native -std=c++11 test.cpp -o test
</code></pre>

<p>Here are the results on my <a href=""http://en.wikipedia.org/wiki/Haswell_%28microarchitecture%29"" rel=""noreferrer"">Haswell</a> <a href=""http://en.wikipedia.org/wiki/Haswell_%28microarchitecture%29#Desktop_processors"" rel=""noreferrer"">Core i7-4770K</a> CPU @ 3.50&nbsp;GHz, running <code>test 1</code> (so 1&nbsp;MB random data):</p>

<ul>
<li>unsigned  41959360000  0.401554 sec   <strong>26.113&nbsp;GB/s</strong></li>
<li>uint64_t  41959360000  0.759822 sec   <strong>13.8003&nbsp;GB/s</strong></li>
</ul>

<p>As you see, the throughput of the <code>uint64_t</code> version is <strong>only half</strong> the one of the <code>unsigned</code> version! The problem seems to be that different assembly gets generated, but why? First, I thought of a compiler bug, so I tried <code>clang++</code> (Ubuntu <a href=""http://en.wikipedia.org/wiki/Clang"" rel=""noreferrer"">Clang</a> version 3.4-1ubuntu3):</p>

<pre><code>clang++ -O3 -march=native -std=c++11 teest.cpp -o test
</code></pre>

<p>Result: <code>test 1</code></p>

<ul>
<li>unsigned  41959360000  0.398293 sec   <strong>26.3267 GB/s</strong></li>
<li>uint64_t  41959360000  0.680954 sec   <strong>15.3986 GB/s</strong></li>
</ul>

<p>So, it is almost the same result and is still strange. <em>But now it gets super strange.</em> I replace the buffer size that was read from input with a constant <code>1</code>, so I change:</p>

<pre><code>uint64_t size = atol(argv[1]) &lt;&lt; 20;
</code></pre>

<p>to</p>

<pre><code>uint64_t size = 1 &lt;&lt; 20;
</code></pre>

<p>Thus, the compiler now knows the buffer size at compile time. Maybe it can add some optimizations! Here are the numbers for <code>g++</code>:</p>

<ul>
<li>unsigned  41959360000  0.509156 sec   <strong>20.5944&nbsp;GB/s</strong></li>
<li>uint64_t  41959360000  0.508673 sec   <strong>20.6139&nbsp;GB/s</strong></li>
</ul>

<p>Now, both versions are equally fast. However, the <code>unsigned</code> <strong>got even slower</strong>! It dropped from <code>26</code> to <code>20 GB/s</code>, thus replacing a non-constant by a constant value lead to a <strong>deoptimization</strong>. Seriously, I have no clue what is going on here! But now to <code>clang++</code> with the new version:</p>

<ul>
<li>unsigned  41959360000  0.677009 sec   <strong>15.4884&nbsp;GB/s</strong></li>
<li>uint64_t  41959360000  0.676909 sec   <strong>15.4906&nbsp;GB/s</strong></li>
</ul>

<p><em>Wait, what?</em> Now, both versions dropped to the <strong>slow</strong> number of 15&nbsp;GB/s. Thus, replacing a non-constant by a constant value even lead to slow code in <strong>both</strong> cases for Clang!</p>

<p>I asked a colleague with an <a href=""http://en.wikipedia.org/wiki/Ivy_Bridge_%28microarchitecture%29"" rel=""noreferrer"">Ivy Bridge</a> CPU to compile my benchmark. He got similar results, so it does not seem to be Haswell. Because two compilers produce strange results here, it also does not seem to be a compiler bug. We do not have an AMD CPU here, so we could only test with Intel.</p>

<h2>More madness, please!</h2>

<p>Take the first example (the one with <code>atol(argv[1])</code>) and put a <code>static</code> before the variable, i.e.:</p>

<pre><code>static uint64_t size=atol(argv[1])&lt;&lt;20;
</code></pre>

<p>Here are my results in g++:</p>

<ul>
<li>unsigned  41959360000  0.396728 sec   <strong>26.4306 GB/s</strong></li>
<li>uint64_t  41959360000  0.509484 sec   <strong>20.5811 GB/s</strong></li>
</ul>

<p><em>Yay, yet another alternative</em>. We still have the fast 26&nbsp;GB/s with <code>u32</code>, but we managed to get <code>u64</code> at least from the 13&nbsp;GB/s to the 20&nbsp;GB/s version! <strong>On my collegue's PC, the <code>u64</code> version became even faster than the <code>u32</code> version, yielding the fastest result of all.</strong> Sadly, this only works for <code>g++</code>, <code>clang++</code> does not seem to care about <code>static</code>.</p>

<h2>My question</h2>

<p>Can you explain these results? Especially:</p>

<ul>
<li>How can there be such a difference between <code>u32</code> and <code>u64</code>?</li>
<li>How can replacing a non-constant by a constant buffer size trigger <em>less optimal code</em>?</li>
<li>How can the insertion of the <code>static</code> keyword make the <code>u64</code> loop faster? Even faster than the original code on my collegue's computer!</li>
</ul>

<p>I know that optimization is a tricky territory, however, I never thought that such small changes can lead to a <strong>100% difference</strong> in execution time and that small factors like a constant buffer size can again mix results totally. Of course, I always want to have the version that is able to popcount 26&nbsp;GB/s. The only reliable way I can think of is copy paste the assembly for this case and use inline assembly. This is the only way I can get rid of compilers that seem to go mad on small changes. What do you think? Is there another way to reliably get the code with most performance?</p>

<h2>The Disassembly</h2>

<p>Here is the disassembly for the various results:</p>

<p>26&nbsp;GB/s version from <strong>g++ / u32 / non-const bufsize</strong>:</p>

<pre><code>0x400af8:
lea 0x1(%rdx),%eax
popcnt (%rbx,%rax,8),%r9
lea 0x2(%rdx),%edi
popcnt (%rbx,%rcx,8),%rax
lea 0x3(%rdx),%esi
add %r9,%rax
popcnt (%rbx,%rdi,8),%rcx
add $0x4,%edx
add %rcx,%rax
popcnt (%rbx,%rsi,8),%rcx
add %rcx,%rax
mov %edx,%ecx
add %rax,%r14
cmp %rbp,%rcx
jb 0x400af8
</code></pre>

<p>13&nbsp;GB/s version from <strong>g++ / u64 / non-const bufsize</strong>:</p>

<pre><code>0x400c00:
popcnt 0x8(%rbx,%rdx,8),%rcx
popcnt (%rbx,%rdx,8),%rax
add %rcx,%rax
popcnt 0x10(%rbx,%rdx,8),%rcx
add %rcx,%rax
popcnt 0x18(%rbx,%rdx,8),%rcx
add $0x4,%rdx
add %rcx,%rax
add %rax,%r12
cmp %rbp,%rdx
jb 0x400c00
</code></pre>

<p>15&nbsp;GB/s version from <strong>clang++ / u64 / non-const bufsize</strong>:</p>

<pre><code>0x400e50:
popcnt (%r15,%rcx,8),%rdx
add %rbx,%rdx
popcnt 0x8(%r15,%rcx,8),%rsi
add %rdx,%rsi
popcnt 0x10(%r15,%rcx,8),%rdx
add %rsi,%rdx
popcnt 0x18(%r15,%rcx,8),%rbx
add %rdx,%rbx
add $0x4,%rcx
cmp %rbp,%rcx
jb 0x400e50
</code></pre>

<p>20&nbsp;GB/s version from <strong>g++ / u32&amp;u64 / const bufsize</strong>:</p>

<pre><code>0x400a68:
popcnt (%rbx,%rdx,1),%rax
popcnt 0x8(%rbx,%rdx,1),%rcx
add %rax,%rcx
popcnt 0x10(%rbx,%rdx,1),%rax
add %rax,%rcx
popcnt 0x18(%rbx,%rdx,1),%rsi
add $0x20,%rdx
add %rsi,%rcx
add %rcx,%rbp
cmp $0x100000,%rdx
jne 0x400a68
</code></pre>

<p>15&nbsp;GB/s version from <strong>clang++ / u32&amp;u64 / const bufsize</strong>:</p>

<pre><code>0x400dd0:
popcnt (%r14,%rcx,8),%rdx
add %rbx,%rdx
popcnt 0x8(%r14,%rcx,8),%rsi
add %rdx,%rsi
popcnt 0x10(%r14,%rcx,8),%rdx
add %rsi,%rdx
popcnt 0x18(%r14,%rcx,8),%rbx
add %rdx,%rbx
add $0x4,%rcx
cmp $0x20000,%rcx
jb 0x400dd0
</code></pre>

<p>Interestingly, the fastest (26&nbsp;GB/s) version is also the longest! It seems to be the only solution that uses <code>lea</code>. Some versions use <code>jb</code> to jump, others use <code>jne</code>. But apart from that, all versions seem to be comparable. I don't see where a 100% performance gap could originate from, but I am not too adept at deciphering assembly. The slowest (13&nbsp;GB/s) version looks even very short and good. Can anyone explain this?</p>

<h2>Lessons learned</h2>

<p>No matter what the answer to this question will be; I have learned that in really hot loops <em>every</em> detail can matter, <em>even details that do not seem to have any association to the hot code</em>. I have never thought about what type to use for a loop variable, but as you see such a minor change can make a <em>100%</em> difference! Even the storage type of a buffer can make a huge difference, as we saw with the insertion of the <code>static</code> keyword in front of the size variable! In the future, I will always test various alternatives on various compilers when writing really tight and hot loops that are crucial for system performance.</p>

<p>The interesting thing is also that the performance difference is still so high although I have already unrolled the loop four times. So even if you unroll, you can still get hit by major performance deviations. Quite interesting.</p>
","<c++><performance><assembly><x86><compiler-optimization>","25078285","1652","200710","","11"
"What are MVP and MVC and what is the difference?","<p>When looking beyond the <a href=""https://en.wikipedia.org/wiki/Rapid_application_development"" rel=""noreferrer"">RAD</a> (drag-drop and configure) way of building user interfaces that many tools encourage you are likely to come across three design patterns called <a href=""http://en.wikipedia.org/wiki/Model%E2%80%93view%E2%80%93controller"" rel=""noreferrer"">Model-View-Controller</a>, <a href=""http://en.wikipedia.org/wiki/Model%E2%80%93view%E2%80%93presenter"" rel=""noreferrer"">Model-View-Presenter</a> and <a href=""http://en.wikipedia.org/wiki/Model_View_ViewModel"" rel=""noreferrer"">Model-View-ViewModel</a>. My question has three parts to it:</p>

<ol>
<li>What issues do these patterns address?</li>
<li>How are they similar?</li>
<li>How are they different?</li>
</ol>
","<user-interface><model-view-controller><design-patterns><terminology><mvp>","2056","2384","581075","","24"
"Compiling an application for use in highly radioactive environments","<p>We are compiling an embedded C++ application that is deployed in a shielded device in an environment bombarded with <a href=""https://en.wikipedia.org/wiki/Ionizing_radiation"" rel=""noreferrer"">ionizing radiation</a>. We are using GCC and cross-compiling for ARM. When deployed, our application generates some erroneous data and crashes more often than we would like. The hardware is designed for this environment, and our application has run on this platform for several years.</p>
<p>Are there changes we can make to our code, or compile-time improvements that can be made to identify/correct <a href=""https://en.wikipedia.org/wiki/Soft_error"" rel=""noreferrer"">soft errors</a> and memory-corruption caused by <a href=""https://en.wikipedia.org/wiki/Single_event_upset"" rel=""noreferrer"">single event upsets</a>? Have any other developers had success in reducing the harmful effects of soft errors on a long-running application?</p>
","<c++><c><gcc><embedded><fault-tolerance>","36827659","1637","615391","","24"
"Can't start Eclipse - Java was started but returned exit code=13","<p>I am trying to get my first taste of Android development using Eclipse. I ran into this problem when trying to run Eclipse, having installed version 4.2 only minutes ago.</p>

<p>After first trying to start <code>Eclipse</code> without any parameters to specify the Java VM, I got an error message saying it <code>couldn't find a Java VM called javaw.exe inside the Eclipse folder</code>, so I found where Java was installed and specified that location as the parameter in the shortcut's target. Now I get a different error, <code>Java was started but returned exit code=13</code>.</p>

<p>Similar questions seem to indicate that it's a 32-bit/64-bit conflict, but I'm 99% positive that I downloaded 64-bit versions of both Eclipse and <code>Java (RE 7u5)</code>, which I chose because I have 64-bit Windows 7. </p>

<ul>
<li>If anyone knows how to confirm that my Eclipse and Java are 64-bit,
that'd be appreciated.</li>
<li>If you think my problem is a different one, please help!</li>
<li>Please speak as plainly as you can, as I am totally new to Eclipse
and Java.</li>
</ul>

<blockquote>
  <p>Shortcut Target: ""C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\eclipse.exe"" -vm ""C:\Program Files (x86)\Java\jre7\bin\javaw.exe""</p>
</blockquote>

<p><strong>Full error code...:</strong></p>

<pre><code>Java was started but returned exit code=13
C:\Program Files (x86)\Java\jre7\bin\javaw.exe
-Xms40m
-Xmx512m
-XX:MaxPermSize=256m
-jar C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\\plugins/org.eclipse.equinox.launcher_1.30v20120522-1813.jar
-os win32
-ws win32
-arch x86_64
-showsplash C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\\plugins\org.eclipse.platform_4.2.0.v201206081400\splash.bmp
-launcher C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\eclipse.exe
-name Eclipse
--launcher.library C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\\plugins/org.eclipse.equinox.launcher.win32.win32.x86_64_1.1.200.v201205221813\eclipse_1503.dll
-startup C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\\plugins/org.eclipse.equinox.launcher_1.30v20120522-1813.jar
--launcher.overrideVmargs
-exitdata 1e30_5c
-vm C:\Program Files (x86)\Java\jre7\bin\javaw.exe
-vmargs
-Xms40m
-Xmx512m
-XX:MaxPermSize=256m
-jar C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\\plugins/org.eclipse.equinox.launcher_1.30v20120522-1813.jar
</code></pre>
","<java><android><windows><eclipse><32bit-64bit>","11461607","1045","1734507","","44"
"Use of PUT vs PATCH methods in REST API real life scenarios","<p>First of all, some definitions:</p>
<p>PUT is defined in <a href=""http://www.w3.org/Protocols/rfc2616/rfc2616-sec9.html#sec9.6"" rel=""noreferrer"">Section 9.6 RFC 2616</a>:</p>
<blockquote>
<p>The PUT method requests that the enclosed entity be stored under the supplied Request-URI. If the Request-URI refers to an already existing resource, the enclosed entity <strong>SHOULD be considered as a modified version of the one residing on the origin server</strong>. If the Request-URI does not point to an existing resource, and that URI is capable of being defined as a new resource by the requesting user agent, the origin server can create the resource with that URI.</p>
</blockquote>
<p>PATCH is defined in <a href=""https://www.rfc-editor.org/rfc/rfc5789"" rel=""noreferrer"">RFC 5789</a>:</p>
<blockquote>
<p>The PATCH method requests that <strong>a set of changes</strong> described in the
request entity be applied to the resource identified by the Request-
URI.</p>
</blockquote>
<p>Also according to <a href=""http://www.w3.org/Protocols/rfc2616/rfc2616-sec9.html#sec9.1.2"" rel=""noreferrer"">RFC 2616 Section 9.1.2</a> PUT is Idempotent while PATCH is not.</p>
<p>Now let us take a look at a real example. When I do POST to <code>/users</code> with the data <code>{username: 'skwee357', email: 'skwee357@domain.example'}</code> and the server is capable of creating a resource, it will respond with 201 and resource location (lets assume <code>/users/1</code>) and any next call to GET <code>/users/1</code> will return <code>{id: 1, username: 'skwee357', email: 'skwee357@domain.example'}</code>.</p>
<p>Now let us say I want to modify my email. Email modification is considered &quot;a set of changes&quot; and therefore I should PATCH <code>/users/1</code> with &quot;<a href=""https://www.rfc-editor.org/rfc/rfc5789#section-2"" rel=""noreferrer"">patch document</a>&quot;. In my case it would be the JSON document: <code>{email: 'skwee357@newdomain.example'}</code>. The server then returns 200 (assuming permission are ok). This brings me to first question:</p>
<ul>
<li>PATCH is NOT idempotent. It said so in RFC 2616 and RFC 5789. However if I issue the same PATCH request (with my new email), I will get the same resource state (with my email being modified to the requested value). Why is PATCH not then idempotent?</li>
</ul>
<p>PATCH is a relatively new verb (RFC introduced in March 2010), and it comes to solve the problem of &quot;patching&quot; or modifying a set of fields. Before PATCH was introduced, everybody used PUT to update resources. But after PATCH was introduced, it leaves me confused about what PUT is used for. And this brings me to my second (and the main) question:</p>
<ul>
<li>What is the real difference between PUT and PATCH? I have read somewhere that PUT might be used to <strong>replace</strong> entire entity under specific resource, so one should send the full entity (instead of set of attributes as with PATCH). What is the real practical usage for such case? When would you like to replace / overwrite an entity at a specific resource URI and why is such an operation not considered updating / patching the entity? The only practical use case I see for PUT is issuing a PUT on a collection, i.e. <code>/users</code> to replace the entire collection. Issuing PUT on a specific entity makes no sense after PATCH was introduced. Am I wrong?</li>
</ul>
","<json><rest><http><put><http-method>","28459418","1340","1036486","","16"
"What is Inversion of Control?","<p>Inversion of Control (IoC) can be quite confusing when it is first encountered.</p>

<ol>
<li>What is it?</li>
<li>Which problem does it solve?</li>
<li>When is it appropriate to use and when not?</li>
</ol>
","<oop><design-patterns><language-agnostic><inversion-of-control><terminology>","3058","2338","736243","","40"
"What is the difference between Promises and Observables?","<p>What is the difference between <code>Promise</code> and <code>Observable</code> in Angular?</p>

<p>An example on each would be helpful in understanding both the cases. In what scenario can we use each case?</p>
","<angular><promise><rxjs><angular-promise><angular-observable>","37364973","1911","873044","","35"
"How can I access and process nested objects, arrays, or JSON?","<p>I have a nested data structure containing objects and arrays. How can I extract the information, i.e. access a specific or multiple values (or keys)?</p>

<p>For example:</p>

<pre><code>var data = {
    code: 42,
    items: [{
        id: 1,
        name: 'foo'
    }, {
        id: 2,
        name: 'bar'
    }]
};
</code></pre>

<p>How could I access the <code>name</code> of the second item in <code>items</code>?</p>
","<javascript><arrays><object><nested><data-manipulation>","11922383","1140","1296864","","31"
"Why is ""1000000000000000 in range(1000000000000001)"" so fast in Python 3?","<p>It is my understanding that the <code>range()</code> function, which is actually <a href=""https://docs.python.org/3/library/stdtypes.html#typesseq-range"" rel=""noreferrer"">an object type in Python 3</a>, generates its contents on the fly, similar to a generator.</p>
<p>This being the case, I would have expected the following line to take an inordinate amount of time because, in order to determine whether 1 quadrillion is in the range, a quadrillion values would have to be generated:</p>
<pre><code>1_000_000_000_000_000 in range(1_000_000_000_000_001)
</code></pre>
<p>Furthermore: it seems that no matter how many zeroes I add on, the calculation more or less takes the same amount of time (basically instantaneous).</p>
<p>I have also tried things like this, but the calculation is still almost instant:</p>
<pre><code># count by tens
1_000_000_000_000_000_000_000 in range(0,1_000_000_000_000_000_000_001,10)
</code></pre>
<p>If I try to implement my own range function, the result is not so nice!</p>
<pre><code>def my_crappy_range(N):
    i = 0
    while i &lt; N:
        yield i
        i += 1
    return
</code></pre>
<p>What is the <code>range()</code> object doing under the hood that makes it so fast?</p>
<hr />
<p><a href=""https://stackoverflow.com/a/30081318/2437514"">Martijn Pieters's answer</a> was chosen for its completeness, but also see <a href=""https://stackoverflow.com/a/30081894/2437514"">abarnert's first answer</a> for a good discussion of what it means for <code>range</code> to be a full-fledged <em>sequence</em> in Python 3, and some information/warning regarding potential inconsistency for <code>__contains__</code> function optimization across Python implementations. <a href=""https://stackoverflow.com/a/30088140/2437514"">abarnert's other answer</a> goes into some more detail and provides links for those interested in the history behind the optimization in Python 3 (and lack of optimization of <code>xrange</code> in Python 2). Answers <a href=""https://stackoverflow.com/a/30081467/2437514"">by poke</a> and <a href=""https://stackoverflow.com/a/30081470/2437514"">by wim</a> provide the relevant C source code and explanations for those who are interested.</p>
","<python><performance><python-3.x><range><python-internals>","30081275","3067","375793","","12"
"What is the difference between String and string in C#?","<p>What are the differences between these two, and which one should I use?</p>
<pre><code>string s = &quot;Hello world!&quot;;
String s = &quot;Hello world!&quot;;
</code></pre>
","<c#><.net><string><types><alias>","7074","7586","1345540","","67"
"Using async/await with a forEach loop","<p>Are there any issues with using <code>async</code>/<code>await</code> in a <code>forEach</code> loop? I'm trying to loop through an array of files and <code>await</code> on the contents of each file.</p>
<pre><code>import fs from 'fs-promise'

async function printFiles () {
  const files = await getFilePaths() // Assume this works fine

  files.forEach(async (file) =&gt; {
    const contents = await fs.readFile(file, 'utf8')
    console.log(contents)
  })
}

printFiles()
</code></pre>
<p>This code does work, but could something go wrong with this? I had someone tell me that you're not supposed to use <code>async</code>/<code>await</code> in a higher-order function like this, so I just wanted to ask if there was any issue with this.</p>
","<javascript><node.js><promise><async-await><ecmascript-2017>","37576685","3319","2415814","","35"
"Is < faster than <=?","<p>Is <code>if (a &lt; 901)</code> faster than <code>if (a &lt;= 900)</code>?</p>
<p>Not exactly as in this simple example, but there are slight performance changes on loop complex code. I suppose this has to do something with generated machine code in case it's even true.</p>
","<c++><c><performance><assembly><relational-operators>","12135518","1782","153682","","15"
"Transport security has blocked a cleartext HTTP","<p>What setting do I need to put in my <code>info.plist</code> to enable HTTP mode as per the following error message?</p>

<blockquote>
  <p>Transport security has blocked a cleartext HTTP (http://) resource
  load since it is insecure. Temporary exceptions can be configured via
  your app's Info.plist file.</p>
</blockquote>

<p><a href=""https://i.sstatic.net/phCr2.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/phCr2.png"" alt=""Xcode""></a></p>

<p>Assume that my domain is <code>example.com</code>.</p>
","<ios><xcode><ios9><ios10><app-transport-security>","31254725","1611","985051","","30"
"LINQ query on a DataTable","<p>I'm trying to perform a LINQ query on a DataTable object and bizarrely I am finding that performing such queries on DataTables is not straightforward. For example:</p>

<pre><code>var results = from myRow in myDataTable
where results.Field(""RowNo"") == 1
select results;
</code></pre>

<p>This is not allowed. How do I get something like this working?</p>

<p>I'm amazed that LINQ queries are not allowed on DataTables!</p>
","<c#><.net><linq><datatable><.net-3.5>","10855","1153","1164700","","22"
"Angular/RxJS When should I unsubscribe from `Subscription`","<p>When should I store the <code>Subscription</code> instances and invoke <code>unsubscribe()</code> during the <code>ngOnDestroy</code> life cycle and when can I simply ignore them?</p>
<p>Saving all subscriptions introduces a lot of mess into component code.</p>
<p><a href=""https://angular.io/docs/ts/latest/guide/server-communication.html"" rel=""noreferrer"">HTTP Client Guide</a> ignore subscriptions like this:</p>
<pre class=""lang-js prettyprint-override""><code>getHeroes() {
  this.heroService.getHeroes()
                  .subscribe(
                     heroes =&gt; this.heroes = heroes,
                     error =&gt;  this.errorMessage = &lt;any&gt;error);
}
</code></pre>
<p>In the same time <a href=""https://angular.io/docs/ts/latest/guide/router.html"" rel=""noreferrer"">Route &amp; Navigation Guide</a> says that:</p>
<blockquote>
<p>Eventually, we'll navigate somewhere else. The router will remove this component from the DOM and destroy it. We need to clean up after ourselves before that happens. Specifically, we must unsubscribe before Angular destroys the component. Failure to do so could create a memory leak.</p>
<p>We unsubscribe from our <code>Observable</code> in the <code>ngOnDestroy</code> method.</p>
</blockquote>
<pre class=""lang-js prettyprint-override""><code>private sub: any;

ngOnInit() {
  this.sub = this.route.params.subscribe(params =&gt; {
     let id = +params['id']; // (+) converts string 'id' to a number
     this.service.getHero(id).then(hero =&gt; this.hero = hero);
   });
}

ngOnDestroy() {
  this.sub.unsubscribe();
}
</code></pre>
","<angular><rxjs><observable><subscription><angular-component-life-cycle>","38008334","1077","464476","","28"
"Is Safari on iOS 6 caching $.ajax results?","<p>Since the upgrade to iOS 6, we are seeing Safari's web view take the liberty of caching <code>$.ajax</code> calls. This is in the context of a PhoneGap application so it is using the Safari WebView. Our <code>$.ajax</code> calls are <code>POST</code> methods and we have cache set to false <code>{cache:false}</code>, but still this is happening. We tried manually adding a <code>TimeStamp</code> to the headers but it did not help.</p>
<p>We did more research and found that Safari is only returning cached results for web services that have a function signature that is static and does not change from call to call.  For instance, imagine a function called something like:</p>
<pre><code>getNewRecordID(intRecordType)
</code></pre>
<p>This function receives the same input parameters over and over again, but the data it returns should be different every time.</p>
<p>Must be in Apple's haste to make iOS 6 zip along impressively they got too happy with the cache settings.  Has anyone else seen this behavior on iOS 6? If so, what exactly is causing it?</p>
<hr />
<p>The workaround that we found was to modify the function signature to be something like this:</p>
<pre><code>getNewRecordID(intRecordType, strTimestamp)
</code></pre>
<p>and then always pass in a <code>TimeStamp</code> parameter as well, and just discard that value on the server side.  This works around the issue.</p>
","<javascript><jquery><ajax><caching><mobile-safari>","12506897","1101","145601","","25"
"Getting today's date in YYYY-MM-DD in Python?","<p>Is there a nicer way than the following to return today's date in the <code>YYYY-MM-DD</code> format?</p>
<pre><code>str(datetime.datetime.today()).split()[0]
</code></pre>
","<python><date><datetime><formatting><python-datetime>","32490629","1047","1803575","","14"
"What is the difference between #include <filename> and #include ""filename""?","<p>What is the difference between using angle brackets and quotes in an <code>include</code> directive?</p>
<ul>
<li><code>#include &lt;filename&gt;</code></li>
<li><code>#include &quot;filename&quot;</code></li>
</ul>
","<c++><c><include><header-files><c-preprocessor>","21593","3150","948054","","30"
"What is the difference between BehaviorSubject and Observable?","<p>I'm looking into the design patterns of RxJS, and I do not understand the difference between <code>BehaviorSubject</code> and <code>Observable</code>.</p>
<p>From my understanding, BehaviorSubject can contain a value that may change. It can be subscribed to and subscribers can receive updated values. Both seem to have the exact same purpose.</p>
<ol>
<li>When should one use Observable vs BehaviorSubject, and vice versa?</li>
<li>What are the benefits of using BehaviorSubject as opposed to Observable, and vice versa?</li>
</ol>
","<javascript><angular><rxjs><behaviorsubject><rxjs-observables>","39494058","1047","698641","","14"
"What is an undefined reference/unresolved external symbol error and how do I fix it?","<p>What are undefined reference/unresolved external symbol errors? What are common causes, and how do I fix and prevent these errors?</p>
","<c++><linker-errors><undefined-reference><c++-faq><unresolved-external>","12573816","1829","1024430","","40"
"Could not find a part of the path ... bin\roslyn\csc.exe","<p>I am trying to run an ASP.NET MVC (model-view-controller) project retrieved from TFS (Team Foundation Server) source control. I have added all assembly references and I am able to build and compile successfully without any error or warning.</p>
<p>But I get the following error in the browser:</p>
<blockquote>
<p>Could not find a part of the path
'C:\B8akWorkspace\B8akProject\B8akSolution\B8AK.Portal\bin\roslyn\csc.exe'.</p>
</blockquote>
<p>Here is a full screenshot of the error page.</p>
<p><a href=""https://i.sstatic.net/lkxJP.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/lkxJP.png"" alt=""enter image description here"" /></a></p>
<p>After few days of research, I understood that <a href=""https://learn.microsoft.com/en-us/dotnet/csharp/roslyn-sdk/"" rel=""noreferrer"">Roslyn</a> is a .NET compiler platform that offers advanced compiling features. However, I do not understand why my build is trying to find \bin\roslyn\csc.exe because I did not configure anything related to Roslyn. Nor did I intend to use Roslyn in my project.</p>
","<c#><asp.net><.net><visual-studio><roslyn>","32780315","1350","877163","","61"
